id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,True,6,False,0,Business Owner,80,83,93,81,95,87,61
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,False,1,False,35,Doctor,95,89,92,87,95,86,93
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,False,5,True,18,Unknown,94,97,69,81,100,68,68
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,True,1,True,1,Business Owner,54,55,50,100,77,61,78
1817,William,Khan,william.khan.1817@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85,60,96,81,83
1818,William,Avery,william.avery.1818@gslingacademy.com,male,False,5,False,28,Software Engineer,100,75,72,79,61,94,82
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,False,3,False,14,Government Officer,93,99,72,79,83,87,73
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,False,3,False,25,Doctor,99,70,89,86,92,65,64
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,False,2,False,16,Banker,99,99,90,63,63,77,60
1822,David,Luna,david.luna.1822@gslingacademy.com,male,False,4,False,28,Stock Investor,76,80,89,74,61,86,93
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,False,0,False,15,Software Engineer,92,100,83,74,73,66,83
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,False,10,False,46,Doctor,100,93,88,98,99,89,95
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,False,2,False,34,Lawyer,89,97,77,90,93,87,90
1826,Michael,York,michael.york.1826@gslingacademy.com,male,False,2,False,27,Lawyer,97,81,71,77,90,86,80
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,True,4,False,28,Doctor,99,63,97,90,99,99,100
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,False,3,False,33,Scientist,100,63,96,95,92,76,88
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,False,5,False,12,Banker,86,87,72,66,94,78,94
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,False,0,False,27,Lawyer,77,99,94,81,80,87,98
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,False,1,False,15,Government Officer,86,96,67,76,74,66,69
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,False,1,True,3,Real Estate Developer,75,64,98,65,88,65,71
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,False,2,False,26,Lawyer,94,93,92,67,61,85,94
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,False,1,False,35,Designer,94,88,87,97,93,86,94
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,False,1,False,20,Banker,89,92,75,85,65,81,69
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,False,3,False,14,Writer,89,73,96,84,96,98,77
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,False,2,True,24,Software Engineer,89,82,83,62,66,86,90
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,False,2,False,8,Government Officer,81,78,82,83,63,85,75
1839,Heather,Gutierrez,heather.gutierrez.1839@gslingacademy.com,female,False,3,False,19,Unknown,93,73,67,100,63,92,86
1840,Cynthia,Hodges,cynthia.hodges.1840@gslingacademy.com,female,False,10,True,2,Business Owner,79,95,70,92,63,57,67
1841,Danielle,Kelley,danielle.kelley.1841@gslingacademy.com,female,False,2,False,29,Unknown,97,86,72,81,85,70,72
1842,Michael,Mccall,michael.mccall.1842@gslingacademy.com,male,False,1,False,14,Banker,78,66,92,61,98,76,99
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,83,60,95,68,33,62,73
1844,Franklin,Riley,franklin.riley.1844@gslingacademy.com,male,False,0,False,29,Stock Investor,86,95,61,96,89,99,84
1845,Caitlin,Duncan,caitlin.duncan.1845@gslingacademy.com,female,False,1,False,2,Artist,87,78,74,75,95,69,99
1846,Robin,Reeves,robin.reeves.1846@gslingacademy.com,female,False,6,False,25,Lawyer,81,82,69,94,88,95,84
1847,Rebecca,Gibbs,rebecca.gibbs.1847@gslingacademy.com,female,False,0,False,6,Government Officer,83,73,83,66,93,68,89
1848,Peter,Santos,peter.santos.1848@gslingacademy.com,male,False,2,True,11,Banker,81,85,91,94,97,93,65
1849,Daryl,Arnold,daryl.arnold.1849@gslingacademy.com,male,False,1,True,4,Designer,65,95,89,96,78,85,80
1850,Michael,Davis,michael.davis.1850@gslingacademy.com,male,False,2,False,33,Lawyer,83,91,76,71,82,82,79
1851,Leslie,Cox,leslie.cox.1851@gslingacademy.com,female,False,3,True,22,Doctor,98,79,87,86,98,85,85
1852,Jamie,Carter,jamie.carter.1852@gslingacademy.com,female,False,0,False,34,Doctor,83,84,91,84,85,91,92
1853,Shane,Payne,shane.payne.1853@gslingacademy.com,male,False,1,False,22,Software Engineer,85,60,85,76,90,75,93
1854,Kimberly,Haley,kimberly.haley.1854@gslingacademy.com,female,False,10,False,5,Business Owner,68,66,82,63,91,67,89
1855,George,Duran,george.duran.1855@gslingacademy.com,male,False,1,False,11,Government Officer,86,82,60,65,83,69,78
1856,Donald,Carney,donald.carney.1856@gslingacademy.com,male,False,1,False,12,Government Officer,83,87,87,80,81,79,98
1857,Michelle,Brown,michelle.brown.1857@gslingacademy.com,female,False,2,False,35,Unknown,92,92,99,87,100,88,97
1858,Elizabeth,Hawkins,elizabeth.hawkins.1858@gslingacademy.com,female,False,0,False,6,Real Estate Developer,91,66,91,62,70,87,90
1859,Johnny,Gomez,johnny.gomez.1859@gslingacademy.com,male,False,9,True,0,Business Owner,53,95,87,60,68,74,68
1860,Christopher,Mcconnell,christopher.mcconnell.1860@gslingacademy.com,male,False,2,True,26,Lawyer,73,85,80,64,69,95,64
1861,Kyle,Rodriguez,kyle.rodriguez.1861@gslingacademy.com,male,False,0,False,19,Banker,97,95,91,97,96,90,67
1862,Rhonda,Cook,rhonda.cook.1862@gslingacademy.com,female,False,0,False,3,Government Officer,91,97,72,62,86,78,72
1863,Nathan,Fitzpatrick,nathan.fitzpatrick.1863@gslingacademy.com,male,False,1,False,14,Banker,91,65,75,60,93,79,82
1864,John,Mitchell,john.mitchell.1864@gslingacademy.com,male,False,9,False,12,Writer,81,72,87,84,97,94,89
1865,Billy,Compton,billy.compton.1865@gslingacademy.com,male,False,1,False,18,Software Engineer,92,99,100,64,100,65,99
1866,Richard,Chavez,richard.chavez.1866@gslingacademy.com,male,False,5,False,4,Business Owner,85,53,95,76,61,88,82
1867,Victor,Andrade,victor.andrade.1867@gslingacademy.com,male,False,1,False,34,Construction Engineer,83,60,80,92,84,60,70
1868,Gregory,Lee,gregory.lee.1868@gslingacademy.com,male,False,2,False,21,Unknown,92,85,78,87,64,79,74
1869,Alexandra,Blackburn,alexandra.blackburn.1869@gslingacademy.com,female,False,3,True,5,Real Estate Developer,80,88,94,60,65,63,91
1870,Kristopher,Murray,kristopher.murray.1870@gslingacademy.com,male,False,1,True,16,Accountant,87,81,69,82,70,62,66
1871,Wanda,Pearson,wanda.pearson.1871@gslingacademy.com,female,False,0,False,31,Scientist,88,61,95,91,99,64,90
1872,Denise,Rose,denise.rose.1872@gslingacademy.com,female,True,6,False,1,Business Owner,41,83,54,87,97,65,69
1873,Andrew,Reed,andrew.reed.1873@gslingacademy.com,male,False,3,False,35,Banker,87,93,88,97,91,88,88
1874,David,Castro,david.castro.1874@gslingacademy.com,male,False,1,True,41,Doctor,89,95,97,99,87,90,91
1875,Tim,Duncan,tim.duncan.1875@gslingacademy.com,male,True,5,True,1,Business Owner,89,53,77,96,76,63,90
1876,Joshua,Walker,joshua.walker.1876@gslingacademy.com,male,False,2,False,6,Real Estate Developer,53,97,81,86,71,87,78
1877,Julie,Rogers,julie.rogers.1877@gslingacademy.com,female,False,3,False,30,Scientist,92,88,99,92,89,66,76
1878,Gina,Gilbert,gina.gilbert.1878@gslingacademy.com,female,False,3,False,32,Banker,85,84,66,66,78,98,69
1879,Miguel,Nicholson,miguel.nicholson.1879@gslingacademy.com,male,False,2,False,18,Software Engineer,89,67,93,83,65,94,67
1880,Daniel,Murray,daniel.murray.1880@gslingacademy.com,male,False,1,False,2,Business Owner,98,92,82,56,71,79,89
1881,Lauren,Ellis,lauren.ellis.1881@gslingacademy.com,female,False,5,False,5,Business Owner,66,52,71,76,67,72,60
1882,Bridget,Martin,bridget.martin.1882@gslingacademy.com,female,False,2,False,32,Lawyer,90,96,95,80,93,95,67
1883,Maureen,Hart,maureen.hart.1883@gslingacademy.com,female,True,2,False,18,Teacher,84,93,74,76,95,90,64
1884,Sabrina,Davis,sabrina.davis.1884@gslingacademy.com,female,False,7,False,27,Lawyer,88,81,73,70,60,95,68
1885,Richard,Davis,richard.davis.1885@gslingacademy.com,male,False,3,False,9,Unknown,66,61,97,61,60,61,98
1886,Angela,Koch,angela.koch.1886@gslingacademy.com,female,False,2,False,15,Teacher,86,63,82,61,96,98,83
1887,William,Smith,william.smith.1887@gslingacademy.com,male,False,9,False,1,Business Owner,60,72,66,95,67,78,94
1888,Catherine,Coffey,catherine.coffey.1888@gslingacademy.com,female,False,10,False,2,Business Owner,41,59,69,70,100,65,72
1889,Christopher,Pace,christopher.pace.1889@gslingacademy.com,male,False,2,False,31,Software Engineer,94,62,66,95,66,64,62
1890,Rachel,Reeves,rachel.reeves.1890@gslingacademy.com,female,False,3,False,2,Artist,64,69,79,89,72,64,82
1891,Jillian,Arroyo,jillian.arroyo.1891@gslingacademy.com,female,True,4,False,2,Game Developer,99,97,87,93,79,83,94
1892,Patricia,Douglas,patricia.douglas.1892@gslingacademy.com,female,True,6,False,5,Business Owner,46,53,92,71,90,76,81
1893,Brandon,Butler,brandon.butler.1893@gslingacademy.com,male,False,1,False,21,Software Engineer,89,87,81,67,93,98,68
1894,Erica,Valdez,erica.valdez.1894@gslingacademy.com,female,False,6,False,12,Designer,83,79,87,66,78,93,82
1895,Alexis,Byrd,alexis.byrd.1895@gslingacademy.com,female,True,5,False,0,Business Owner,51,55,87,51,77,87,65
1896,James,Simpson,james.simpson.1896@gslingacademy.com,male,False,5,False,26,Accountant,79,90,82,92,70,60,80
1897,Robert,Campbell,robert.campbell.1897@gslingacademy.com,male,False,3,False,15,Accountant,97,73,64,95,71,68,78
1898,Nicole,Smith,nicole.smith.1898@gslingacademy.com,female,True,1,False,14,Accountant,100,68,85,85,62,63,92
1899,Patricia,Porter,patricia.porter.1899@gslingacademy.com,female,False,6,False,9,Teacher,70,99,60,79,71,79,75
1900,Brian,Chan,brian.chan.1900@gslingacademy.com,male,False,2,False,19,Unknown,70,66,90,74,100,96,81
1901,Katherine,Norman,katherine.norman.1901@gslingacademy.com,female,False,7,False,17,Teacher,67,80,86,98,83,82,76
1902,Pamela,Gomez,pamela.gomez.1902@gslingacademy.com,female,False,3,True,9,Real Estate Developer,71,95,72,88,89,78,67
1903,Amy,Morrow,amy.morrow.1903@gslingacademy.com,female,False,5,True,14,Banker,87,64,68,60,81,75,67
1904,Luke,Hernandez,luke.hernandez.1904@gslingacademy.com,male,False,1,True,3,Game Developer,80,79,94,74,83,83,61
1905,Roberto,Rodriguez,roberto.rodriguez.1905@gslingacademy.com,male,True,9,True,22,Software Engineer,94,80,72,90,60,78,94
1906,Carla,Jackson,carla.jackson.1906@gslingacademy.com,female,False,3,False,10,Real Estate Developer,83,91,82,93,71,80,85
1907,Aaron,Allen,aaron.allen.1907@gslingacademy.com,male,True,1,False,1,Business Owner,63,69,57,60,80,92,62
1908,Wendy,Burch,wendy.burch.1908@gslingacademy.com,female,False,0,False,10,Unknown,93,78,72,66,73,76,68
1909,Sarah,Hansen,sarah.hansen.1909@gslingacademy.com,female,False,2,False,36,Doctor,94,100,95,92,95,88,88
1910,Amy,Dominguez,amy.dominguez.1910@gslingacademy.com,female,False,3,False,34,Software Engineer,99,75,87,76,95,99,67
1911,Mark,Jacobs,mark.jacobs.1911@gslingacademy.com,male,False,3,False,32,Doctor,82,98,100,100,100,64,87
1912,Melissa,Mendoza,melissa.mendoza.1912@gslingacademy.com,female,False,2,False,28,Software Engineer,95,82,100,60,77,95,80
1913,Bethany,Thomas,bethany.thomas.1913@gslingacademy.com,female,True,10,False,3,Business Owner,55,92,59,78,61,83,60
1914,Michael,Webb,michael.webb.1914@gslingacademy.com,male,False,2,False,32,Software Engineer,90,90,82,64,75,82,93
1915,Gregory,Cole,gregory.cole.1915@gslingacademy.com,male,False,2,False,4,Business Owner,46,77,90,78,66,76,86
1916,Jeffrey,Miller,jeffrey.miller.1916@gslingacademy.com,male,False,2,False,21,Accountant,91,100,98,96,66,87,65
1917,Rebecca,Castillo,rebecca.castillo.1917@gslingacademy.com,female,False,1,True,22,Writer,72,100,78,100,98,92,97
1918,Amanda,Green,amanda.green.1918@gslingacademy.com,female,False,4,False,28,Banker,79,87,98,87,99,94,88
1919,Joseph,Hess,joseph.hess.1919@gslingacademy.com,male,False,3,False,35,Construction Engineer,85,90,96,95,95,88,90
1920,Kyle,Novak,kyle.novak.1920@gslingacademy.com,male,False,1,False,35,Lawyer,100,87,85,90,92,99,94
1921,Kara,Coleman,kara.coleman.1921@gslingacademy.com,female,False,4,True,16,Banker,96,70,65,63,97,97,98
1922,Daniel,Martin,daniel.martin.1922@gslingacademy.com,male,False,1,True,20,Banker,85,96,71,67,98,92,91
1923,Andrea,Richards,andrea.richards.1923@gslingacademy.com,female,False,4,False,27,Software Engineer,90,82,98,61,92,67,80
1924,Sydney,Clay,sydney.clay.1924@gslingacademy.com,female,False,6,False,14,Banker,94,96,94,99,67,98,67
1925,Jeremy,Tran,jeremy.tran.1925@gslingacademy.com,male,False,1,False,35,Construction Engineer,98,85,100,94,93,92,94
1926,Michael,Hayden,michael.hayden.1926@gslingacademy.com,male,True,6,False,2,Business Owner,62,54,77,60,74,62,76
1927,Antonio,Beasley,antonio.beasley.1927@gslingacademy.com,male,False,4,False,3,Artist,63,97,80,84,90,63,64
1928,Michelle,Lopez,michelle.lopez.1928@gslingacademy.com,female,False,2,False,32,Lawyer,72,95,71,74,84,97,66
1929,Catherine,Brooks,catherine.brooks.1929@gslingacademy.com,female,True,6,True,33,Software Engineer,94,90,79,69,100,72,98
1930,Anita,Gonzalez,anita.gonzalez.1930@gslingacademy.com,female,False,2,True,24,Banker,99,84,94,76,62,79,67
1931,James,Hudson,james.hudson.1931@gslingacademy.com,male,False,2,False,5,Unknown,81,91,85,64,82,90,94
1932,Alicia,Rodriguez,alicia.rodriguez.1932@gslingacademy.com,female,False,5,False,8,Teacher,61,100,85,99,65,79,86
1933,Tracy,Martinez,tracy.martinez.1933@gslingacademy.com,female,False,2,True,8,Teacher,68,95,76,97,91,78,71
1934,Christopher,Montgomery,christopher.montgomery.1934@gslingacademy.com,male,False,0,False,21,Unknown,64,74,79,72,74,65,95
1935,Sherri,Cruz,sherri.cruz.1935@gslingacademy.com,female,False,1,True,6,Government Officer,66,94,67,79,64,89,75
1936,Elizabeth,Adams,elizabeth.adams.1936@gslingacademy.com,female,True,0,False,15,Software Engineer,100,95,72,77,66,68,76
1937,Melissa,Simmons,melissa.simmons.1937@gslingacademy.com,female,True,1,False,12,Government Officer,74,86,70,94,71,70,63
1938,Carol,Ramos,carol.ramos.1938@gslingacademy.com,female,False,6,False,1,Artist,96,66,76,71,94,72,86
1939,Michael,Adams,michael.adams.1939@gslingacademy.com,male,False,2,False,14,Software Engineer,90,92,95,88,88,85,92
1940,Michael,Wilson,michael.wilson.1940@gslingacademy.com,male,False,3,False,26,Accountant,92,86,61,78,56,68,85
1941,Matthew,Gonzalez,matthew.gonzalez.1941@gslingacademy.com,male,True,1,False,31,Doctor,99,78,99,88,96,96,90
1942,Lisa,Palmer,lisa.palmer.1942@gslingacademy.com,female,False,4,False,5,Unknown,63,68,91,82,90,86,75
1943,Andrew,Olson,andrew.olson.1943@gslingacademy.com,male,False,2,False,28,Accountant,98,88,81,65,59,84,87
1944,Jennifer,Johnson,jennifer.johnson.1944@gslingacademy.com,female,False,1,True,11,Unknown,87,61,62,66,67,81,65
1945,Benjamin,Marks,benjamin.marks.1945@gslingacademy.com,male,False,1,True,19,Software Engineer,96,96,80,93,82,65,70
1946,Christopher,Gonzales,christopher.gonzales.1946@gslingacademy.com,male,False,3,False,17,Stock Investor,80,98,99,90,64,86,93
1947,Melissa,Finley,melissa.finley.1947@gslingacademy.com,female,False,0,True,30,Unknown,80,77,96,64,93,62,86
1948,Tracy,Hendricks,tracy.hendricks.1948@gslingacademy.com,male,False,2,False,23,Software Engineer,91,79,70,94,77,83,81
1949,Steven,Ramsey,steven.ramsey.1949@gslingacademy.com,male,False,6,False,0,Business Owner,91,96,78,70,50,50,69
1950,Pamela,Smith,pamela.smith.1950@gslingacademy.com,female,False,0,True,19,Banker,83,70,72,65,63,88,94
1951,Vicki,Jackson,vicki.jackson.1951@gslingacademy.com,female,False,2,True,33,Lawyer,89,89,69,87,69,97,79
1952,Anne,Malone,anne.malone.1952@gslingacademy.com,female,True,2,True,1,Game Developer,81,73,99,72,100,90,64
1953,Danielle,Johnson,danielle.johnson.1953@gslingacademy.com,female,False,2,False,35,Writer,97,85,86,99,96,90,88
1954,Willie,Miller,willie.miller.1954@gslingacademy.com,male,False,1,False,3,Real Estate Developer,93,91,61,68,83,82,63
1955,Andrea,Delgado,andrea.delgado.1955@gslingacademy.com,female,False,2,False,2,Game Developer,99,86,83,80,69,96,88
1956,Melanie,Clark,melanie.clark.1956@gslingacademy.com,female,False,5,True,16,Software Engineer,95,97,68,79,63,88,63
1957,Jessica,Beasley,jessica.beasley.1957@gslingacademy.com,female,False,3,False,38,Doctor,100,92,87,94,85,97,100
1958,Cindy,Bradley,cindy.bradley.1958@gslingacademy.com,female,False,2,False,3,Artist,62,67,85,97,98,62,73
1959,Dennis,Richardson,dennis.richardson.1959@gslingacademy.com,male,True,10,True,3,Game Developer,88,71,99,74,76,97,87
1960,Peggy,Hoover,peggy.hoover.1960@gslingacademy.com,female,True,5,False,11,Teacher,75,100,100,82,63,84,82
1961,Peter,Rice,peter.rice.1961@gslingacademy.com,male,False,1,False,1,Game Developer,87,91,97,82,79,69,62
1962,Sabrina,Perez,sabrina.perez.1962@gslingacademy.com,female,False,4,False,4,Unknown,85,60,61,75,83,87,65
1963,Michael,Parker,michael.parker.1963@gslingacademy.com,male,False,3,False,43,Doctor,88,98,94,96,96,89,92
1964,David,Calderon,david.calderon.1964@gslingacademy.com,male,False,1,False,47,Doctor,86,93,91,94,93,88,86
1965,James,Gordon,james.gordon.1965@gslingacademy.com,male,False,1,False,9,Government Officer,68,65,95,88,62,87,62
1966,Jennifer,Leblanc,jennifer.leblanc.1966@gslingacademy.com,female,False,6,False,2,Business Owner,67,54,71,50,55,51,66
1967,Paul,Bailey,paul.bailey.1967@gslingacademy.com,male,True,4,False,5,Business Owner,82,69,92,85,59,87,83
1968,Tiffany,Smith,tiffany.smith.1968@gslingacademy.com,female,False,2,False,26,Unknown,86,88,71,65,86,69,84
1969,Victoria,Alvarez,victoria.alvarez.1969@gslingacademy.com,female,True,3,False,25,Software Engineer,95,91,64,65,60,84,99
1970,Willie,Elliott,willie.elliott.1970@gslingacademy.com,male,False,5,False,9,Real Estate Developer,72,82,76,69,67,92,87
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,99,87,67,91,36,76,64
1972,Kimberly,Swanson,kimberly.swanson.1972@gslingacademy.com,female,False,2,True,19,Banker,75,88,71,80,65,85,60
1973,Beverly,Dawson,beverly.dawson.1973@gslingacademy.com,female,True,1,False,31,Scientist,77,80,86,87,98,98,88
1974,Lisa,Stewart,lisa.stewart.1974@gslingacademy.com,female,False,4,True,26,Software Engineer,95,97,84,97,75,92,92
1975,Dwayne,Sims,dwayne.sims.1975@gslingacademy.com,male,False,6,True,11,Banker,77,97,88,89,74,95,64
1976,Ashley,Fleming,ashley.fleming.1976@gslingacademy.com,female,True,6,False,6,Designer,90,74,92,67,83,73,89
1977,Lisa,Stafford,lisa.stafford.1977@gslingacademy.com,female,False,8,False,2,Business Owner,74,59,82,51,91,96,94
1978,Kristin,Garcia,kristin.garcia.1978@gslingacademy.com,female,False,10,True,5,Business Owner,56,66,87,64,95,89,76
1979,Eric,Adkins,eric.adkins.1979@gslingacademy.com,male,False,7,False,5,Business Owner,72,69,91,69,53,73,95
1980,Allison,Henderson,allison.henderson.1980@gslingacademy.com,female,False,3,False,27,Lawyer,87,86,83,80,90,90,61
1981,Alison,Palmer,alison.palmer.1981@gslingacademy.com,female,False,2,False,30,Lawyer,80,81,96,92,100,91,87
1982,Shane,Parker,shane.parker.1982@gslingacademy.com,male,False,5,False,21,Software Engineer,98,72,64,68,76,84,72
1983,Debra,Gilbert,debra.gilbert.1983@gslingacademy.com,female,False,0,False,8,Teacher,83,91,69,74,98,86,76
1984,Mary,Jackson,mary.jackson.1984@gslingacademy.com,female,False,2,False,21,Banker,92,77,91,79,98,77,87
1985,Joshua,Stuart,joshua.stuart.1985@gslingacademy.com,male,True,3,False,18,Banker,79,68,64,68,97,78,84
1986,Benjamin,Williams,benjamin.williams.1986@gslingacademy.com,male,False,4,False,3,Government Officer,72,81,89,92,88,87,82
1987,David,Frank,david.frank.1987@gslingacademy.com,male,False,1,False,32,Doctor,89,74,94,87,92,82,79
1988,Holly,Erickson,holly.erickson.1988@gslingacademy.com,female,False,6,False,8,Designer,97,91,61,75,95,61,89
1989,Charles,Miller,charles.miller.1989@gslingacademy.com,male,False,2,False,3,Unknown,66,63,95,76,71,99,73
1990,Samuel,Baker,samuel.baker.1990@gslingacademy.com,male,False,2,False,17,Stock Investor,77,86,97,85,77,88,93
1991,Anthony,Moore,anthony.moore.1991@gslingacademy.com,male,False,0,False,17,Software Engineer,98,63,64,82,64,96,79
1992,Charlotte,Rowe,charlotte.rowe.1992@gslingacademy.com,female,False,4,False,27,Lawyer,88,96,79,70,95,90,99
1993,John,Peterson,john.peterson.1993@gslingacademy.com,male,False,2,True,12,Banker,79,83,76,99,100,84,71
1994,Shawn,Ochoa,shawn.ochoa.1994@gslingacademy.com,male,False,3,False,46,Doctor,92,92,91,95,88,94,93
1995,Steven,Lewis,steven.lewis.1995@gslingacademy.com,male,False,1,False,19,Accountant,76,62,90,82,93,71,61
1996,Alan,Reynolds,alan.reynolds.1996@gslingacademy.com,male,False,2,False,30,Construction Engineer,83,77,84,73,75,84,82
1997,Thomas,Gilbert,thomas.gilbert.1997@gslingacademy.com,male,False,2,False,20,Software Engineer,89,65,73,80,87,67,73
1998,Madison,Cross,madison.cross.1998@gslingacademy.com,female,False,5,False,14,Software Engineer,97,85,63,93,68,94,78
1999,Brittany,Compton,brittany.compton.1999@gslingacademy.com,female,True,10,True,5,Business Owner,51,96,72,89,95,88,75
2000,Natalie,Smith,natalie.smith.2000@gslingacademy.com,female,False,5,False,27,Accountant,82,99,91,69,83,93,100
2001,Margaret,Johnson,margaret.johnson.2001@gslingacademy.com,female,False,2,False,26,Accountant,92,72,90,68,70,81,75
2002,Donald,Walker,donald.walker.2002@gslingacademy.com,male,False,3,False,26,Accountant,83,63,85,82,76,60,71
2003,Noah,Rhodes,noah.rhodes.2003@gslingacademy.com,male,False,4,False,24,Accountant,82,92,81,90,92,75,84
2004,Stephanie,Miller,stephanie.miller.2004@gslingacademy.com,female,False,2,True,23,Accountant,91,77,97,69,69,78,81
2005,Javier,Johnson,javier.johnson.2005@gslingacademy.com,male,False,3,False,13,Accountant,97,70,74,76,61,71,98
2006,Colleen,Wagner,colleen.wagner.2006@gslingacademy.com,female,False,3,False,14,Accountant,94,82,80,80,32,92,77
2007,Alexander,Gonzalez,alexander.gonzalez.2007@gslingacademy.com,male,False,2,False,24,Accountant,92,83,91,68,63,78,88
2008,Marie,Gardner,marie.gardner.2008@gslingacademy.com,female,False,3,False,26,Accountant,92,84,64,80,49,65,85
2009,Connie,Lawrence,connie.lawrence.2009@gslingacademy.com,female,False,4,False,24,Accountant,84,85,67,89,76,92,78
2010,Rhonda,Smith,rhonda.smith.2010@gslingacademy.com,female,False,2,False,17,Accountant,94,81,84,73,34,87,74
2011,Renee,Wolfe,renee.wolfe.2011@gslingacademy.com,female,False,4,False,14,Accountant,92,60,69,83,48,90,90
2012,Gerald,Moore,gerald.moore.2012@gslingacademy.com,male,False,5,False,24,Accountant,86,84,67,90,75,92,79
2013,Tina,Rogers,tina.rogers.2013@gslingacademy.com,female,False,3,False,21,Accountant,78,77,79,92,39,87,74
2014,Brandon,Davis,brandon.davis.2014@gslingacademy.com,male,False,0,False,33,Accountant,91,75,67,79,93,94,92
2015,Sarah,Munoz,sarah.munoz.2015@gslingacademy.com,female,False,6,False,26,Accountant,93,84,84,90,39,91,87
2016,Renee,Blair,renee.blair.2016@gslingacademy.com,female,False,3,False,30,Accountant,82,70,90,78,38,95,82
2017,Joshua,Dudley,joshua.dudley.2017@gslingacademy.com,male,False,2,False,27,Accountant,80,87,71,71,52,75,71
2018,James,Arnold,james.arnold.2018@gslingacademy.com,male,False,0,False,13,Accountant,75,66,99,63,96,71,71
2019,Sandra,Montgomery,sandra.montgomery.2019@gslingacademy.com,female,False,4,False,22,Accountant,79,79,79,93,38,86,73
2020,Shannon,Ray,shannon.ray.2020@gslingacademy.com,female,False,1,False,24,Accountant,94,79,88,62,35,78,68
2021,Michael,Williams,michael.williams.2021@gslingacademy.com,male,False,2,False,18,Accountant,93,81,92,92,98,97,73
2022,Crystal,Roberts,crystal.roberts.2022@gslingacademy.com,female,False,2,False,28,Accountant,96,77,93,85,46,73,70
2023,Bobby,Hall,bobby.hall.2023@gslingacademy.com,male,False,3,False,14,Accountant,97,71,86,73,99,84,85
2024,Ashlee,Ramirez,ashlee.ramirez.2024@gslingacademy.com,female,False,2,True,15,Accountant,81,95,96,63,61,77,96
2025,Mark,Diaz,mark.diaz.2025@gslingacademy.com,male,False,4,False,22,Accountant,83,87,68,92,73,88,82
2026,Jacob,Clark,jacob.clark.2026@gslingacademy.com,male,False,3,False,27,Accountant,96,87,68,89,67,83,75
2027,Debra,Zuniga,debra.zuniga.2027@gslingacademy.com,female,False,1,False,18,Accountant,95,81,95,84,31,83,71
2028,Maria,Lynch,maria.lynch.2028@gslingacademy.com,female,False,5,False,22,Accountant,89,67,74,76,68,84,69
2029,Christopher,Daniel,christopher.daniel.2029@gslingacademy.com,male,False,7,False,21,Accountant,76,81,95,66,84,73,67
2030,Carla,Gray,carla.gray.2030@gslingacademy.com,female,False,3,False,22,Accountant,91,83,94,62,70,80,93
2031,Wanda,Bowman,wanda.bowman.2031@gslingacademy.com,female,False,1,False,33,Accountant,82,77,97,79,61,79,91
2032,Kristin,Cohen,kristin.cohen.2032@gslingacademy.com,female,False,5,False,16,Accountant,88,96,63,78,52,73,90
2033,Ryan,Parsons,ryan.parsons.2033@gslingacademy.com,male,False,2,False,22,Accountant,75,80,65,77,55,84,95
2034,Crystal,Johnson,crystal.johnson.2034@gslingacademy.com,female,False,3,False,18,Accountant,82,64,88,85,48,85,66
2035,Ethan,Adams,ethan.adams.2035@gslingacademy.com,male,False,3,False,19,Accountant,77,72,97,68,82,74,78
2036,Christine,Hahn,christine.hahn.2036@gslingacademy.com,female,False,2,False,23,Accountant,92,75,99,76,32,83,69
2037,Shawn,Edwards,shawn.edwards.2037@gslingacademy.com,male,False,2,False,20,Accountant,79,84,86,96,90,85,90
2038,Mary,Foster,mary.foster.2038@gslingacademy.com,female,False,4,False,25,Accountant,76,99,60,91,45,76,81
